44M2.3,d.58.7,94.7,RNA-binding domain- RBD 
44M2.3,c.55.3,95.7,Ribonuclease H-like 
A1BG,b.1.1,85.0,Immunoglobulin 
A1CF--ACF--ASP,d.58.7,98.3,RNA-binding domain- RBD 
A2M--CPAMD5--FWP007,b.2.4,99.9, 
A2M--CPAMD5--FWP007,a.102.4,93.7,Terpenoid cyclasesProtein prenyltransferases 
A2M--CPAMD5--FWP007,b.1.18,99.8,E set domains 
A2ML1--CPAMD9,b.1.18,99.7,E set domains 
A2ML1--CPAMD9,a.102.4,100.0,Terpenoid cyclasesProtein prenyltransferases 
A2ML1--CPAMD9,b.2.4,99.9, 
A4GALT--A14GALT--A4GALT1,c.68.1,80.3,Nucleotide-diphospho-sugar transferases 
A4GNT,c.68.1,84.1,Nucleotide-diphospho-sugar transferases 
AAAS--ADRACALA--GL003,b.69.4,96.0,WD40 repeat-like 
AAAS--ADRACALA--GL003,b.69.9,98.7,Tricorn protease domain 2 
AAAS--ADRACALA--GL003,b.70.2,96.5,C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase 
AAAS--ADRACALA--GL003,b.68.4,93.9,TolB- C-terminal domain 
AAAS--ADRACALA--GL003,b.68.6,89.3,Calcium-dependent phosphotriesterase 
AAAS--ADRACALA--GL003,b.69.11,97.7,Putative isomerase YbhE 
AAAS--ADRACALA--GL003,b.68.7,95.6,Tricorn protease N-terminal domain 
AAAS--ADRACALA--GL003,b.70.3,95.5,DPP6 N-terminal domain-like 
AAAS--ADRACALA--GL003,b.69.2,94.4,YVTN repeat-likeQuinoprotein amine dehydrogenase 
AAAS--ADRACALA--GL003,b.69.3,89.6,Nitrous oxide reductase- N-terminal domain 
AAAS--ADRACALA--GL003,b.69.10,90.6,3-carboxy-cis-cis-mucoante lactonizing enzyme 
AACS--ACSF1,e.23.1,100.0,Acetyl-CoA synthetase-like 
AADAC--DAC,c.69.1,89.8,alphabeta-Hydrolases 
AADACL2,c.69.1,97.8,alphabeta-Hydrolases 
AADACL3,c.69.1,96.0,alphabeta-Hydrolases 
AADACL3,c.108.1,81.6,HAD-like 
AADACL4,c.69.1,94.0,alphabeta-Hydrolases 
AADACL4,c.108.1,85.3,HAD-like 
AADAT--KAT2,c.67.1,96.0,PLP-dependent transferases 
AAED1--C9orf21,c.47.1,81.7,Thioredoxin-like 
AAGAB,c.37.1,80.8,P-loop containing nucleoside triphosphate hydrolases 
