44M2.3,d.58.7,94.7,RNA-binding domain- RBD 
44M2.3,c.55.3,95.7,Ribonuclease H-like 
A1BG,b.1.1,85.1,Immunoglobulin 
A1CF--ACF--ASP,d.58.7,98.3,RNA-binding domain- RBD 
A2M--CPAMD5--FWP007,a.102.4,100.0,Terpenoid cyclasesProtein prenyltransferases 
A2M--CPAMD5--FWP007,b.2.4,99.9, 
A2M--CPAMD5--FWP007,b.1.18,99.8,E set domains 
A2M--CPAMD5--FWP007,d.32.1,57.6,GlyoxalaseBleomycin resistance proteinDihydroxybiphenyl dioxygenase 
A2M--CPAMD5--FWP007,c.37.1,53.6,P-loop containing nucleoside triphosphate hydrolases 
A2ML1--CPAMD9,b.2.4,99.9, 
A2ML1--CPAMD9,a.102.4,100.0,Terpenoid cyclasesProtein prenyltransferases 
A2ML1--CPAMD9,b.1.18,99.7,E set domains 
A4GALT--A14GALT--A4GALT1,c.68.1,80.3,Nucleotide-diphospho-sugar transferases 
A4GNT,c.68.1,84.1,Nucleotide-diphospho-sugar transferases 
A4GNT,a.26.1,56.6,4-helical cytokines 
AAAS--ADRACALA--GL003,b.69.7,50.4,Peptidaseesterase 'gauge' domain 
AAAS--ADRACALA--GL003,b.68.9,55.0,NHL repeat 
AAAS--ADRACALA--GL003,b.69.2,96.0,YVTN repeat-likeQuinoprotein amine dehydrogenase 
AAAS--ADRACALA--GL003,b.69.10,90.6,3-carboxy-cis-cis-mucoante lactonizing enzyme 
AAAS--ADRACALA--GL003,b.70.3,95.5,DPP6 N-terminal domain-like 
AAAS--ADRACALA--GL003,b.69.3,89.6,Nitrous oxide reductase- N-terminal domain 
AAAS--ADRACALA--GL003,b.68.6,69.9,Calcium-dependent phosphotriesterase 
AAAS--ADRACALA--GL003,b.69.4,96.0,WD40 repeat-like 
AAAS--ADRACALA--GL003,b.69.9,98.7,Tricorn protease domain 2 
AAAS--ADRACALA--GL003,b.68.4,93.9,TolB- C-terminal domain 
AAAS--ADRACALA--GL003,b.70.2,96.5,C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase 
AAAS--ADRACALA--GL003,b.68.7,95.6,Tricorn protease N-terminal domain 
AAAS--ADRACALA--GL003,b.69.11,97.7,Putative isomerase YbhE 
AACS--ACSF1,d.80.1,51.8,TautomeraseMIF 
AACS--ACSF1,e.23.1,100.0,Acetyl-CoA synthetase-like 
AACS--ACSF1,d.242.1,59.0,Obg GTP-binding protein C-terminal domain 
